354329	354356	198
353864	354393	348
352940	354355	348
230311	354355	443
264436	354382	441
606048	606113	235
605816	606059	235
603541	606087	372
493426	606099	470
488811	606026	470
862941	863143	313
862596	863141	326
854408	863144	388
36199	863167	525
740597	863145	525
935686	935882	277
935462	935793	414
930677	935790	414
496048	935839	525
642338	935846	525
819864	819922	282
819665	819928	282
810780	819884	450
16314	819936	509
202164	819860	509
265161	265454	239
265300	265452	226
264977	265466	239
265462	388179	441
265480	300171	407
258135	258211	270
257253	258209	332
249492	258210	363
258181	545167	470
137392	258213	443
815284	815524	269
814808	815472	357
806774	815499	406
148743	815516	509
18831	815519	509
794050	794347	331
793705	794343	331
786514	794308	437
561511	794313	509
107078	794312	509
349936	350164	304
349177	350170	366
349349	350196	366
350158	395204	436
84033	350121	443
704869	705059	212
704602	705106	504
704360	705078	504
390212	705062	509
490849	705048	509
438466	438546	294
438033	438534	294
434453	438582	387
343632	438584	449
438584	470666	444
338477	338501	229
337784	338490	335
332278	338514	366
338515	418490	449
117235	338466	443
352511	352562	304
351869	352589	335
352043	352554	335
148163	352549	443
123180	352556	443
160870	161068	246
160205	161044	370
159224	160999	370
161065	529917	470
160993	825328	509
62969	63254	317
63081	63287	317
55793	63267	335
63269	824963	509
63249	264149	443
803718	803735	194
803482	803747	269
797926	803708	406
424100	803722	509
165495	803757	509
316675	316936	322
316543	316888	353
310755	316892	384
284647	316969	389
316923	504808	449
221826	221992	337
221708	222034	337
219579	222016	355
221999	259234	443
221976	731646	509
176366	176502	241
176253	176465	303
167917	176533	347
176473	713937	509
176519	379547	443
309388	309410	185
309061	309419	309
308921	309359	309
191638	309337	443
309392	577770	470
526445	526721	302
526127	526688	408
519924	526717	408
74171	526682	470
32852	526671	470
217784	217846	249
217467	217925	249
214271	217917	386
217845	602257	470
217920	381292	443
496139	496397	289
496419	496446	196
487910	496462	426
417965	496470	444
407951	496391	449
655662	655870	292
655452	655924	385
646751	655851	385
15538	655904	509
127632	655888	509
704648	704661	199
703924	704680	504
695870	704715	504
603657	704689	509
466772	704737	509
894299	894554	295
894378	894605	295
891009	894635	370
873842	894595	445
243715	894615	525
63534	63710	255
62693	63661	330
63554	63698	255
63666	133215	354
63689	873544	525
153234	153367	264
153116	153317	264
153042	153360	264
153342	775914	509
153370	376711	443
509535	509671	258
509259	509637	289
508450	509629	377
356041	509618	449
162419	509620	449
862606	862734	326
862012	862694	326
855087	862717	388
653969	862668	525
512967	862726	525
846375	846657	313
845941	846616	313
844687	846635	401
45420	846619	525
102859	846609	525
927462	927754	339
927125	927813	339
923363	927740	476
295757	927791	525
22832	927808	525
702204	702434	274
701466	702368	411
693981	702358	411
673412	702393	442
245302	702441	509
184248	184467	285
184015	184492	316
183211	184522	316
184554	665303	509
184510	228819	386
779516	779777	362
778990	779797	362
778754	779825	362
178748	779749	509
52289	779746	509
279215	279470	239
279251	279482	239
278934	279474	314
21508	279500	443
20585	279462	443
511744	511818	289
510848	511803	320
509445	511795	364
123120	511757	449
240207	511820	449
178674	178713	272
177844	178670	347
171139	178673	347
178700	718623	509
178702	488687	449
521313	521564	240
521044	521549	364
519203	521528	364
16727	521543	470
253717	521578	470
982969	983114	290
982248	983105	383
977584	983098	427
503268	983114	525
446291	983118	525
789445	789557	194
788731	789591	406
786686	789612	406
185964	789568	509
148614	789627	509
707840	707977	274
707281	707986	274
703826	707967	504
179179	708013	509
230144	708035	509
894728	895010	282
894013	894953	370
886200	894948	445
143890	894972	525
592649	894989	525
651270	651289	186
650318	651289	341
645765	651240	385
318131	651291	509
59497	651280	509
141428	141461	220
140890	141506	282
133930	141541	344
141455	798234	509
141542	338528	443
528775	528943	377
528194	529005	377
528098	528982	377
24	528972	470
183649	529009	470
900328	900557	383
899931	900635	383
900350	900567	383
677735	900616	525
247960	900646	525
422388	422395	312
421626	422390	356
420538	422417	356
331808	422431	449
422410	479162	444
249023	249314	350
248944	249382	350
242144	249326	350
249320	717377	509
249355	641473	509
690407	690697	336
690732	690748	274
687769	690705	380
117210	690784	509
610259	690769	509
188686	188853	223
188091	188837	316
182122	188874	347
188812	366810	443
188853	238746	443
51459	51603	216
51402	51561	234
47907	51540	309
51517	72366	340
51595	161745	383
574446	574519	178
574026	574557	315
571954	574575	372
390569	574576	470
514466	574591	452
648354	648523	248
647777	648550	341
640632	648458	416
264827	648533	509
99635	648498	509
582756	582907	297
581993	582869	328
574321	582869	390
500793	582888	470
48099	582819	470
311047	311080	278
310435	311048	371
303582	311041	371
177320	311112	443
203055	311110	443
891893	892048	295
891887	892021	295
891251	892034	326
416135	891996	525
190987	891993	525
288865	289076	345
289003	289038	190
286267	289100	389
289085	433039	449
266043	289073	407
872308	872317	251
871493	872326	432
869358	872292	432
221601	872345	525
15399	872337	525
246928	247072	288
246282	247090	332
241995	247078	337
247069	503401	449
117696	247042	443
807384	807444	238
806790	807522	406
801985	807509	406
176530	807521	509
755107	807441	468
556521	556727	346
555784	556724	346
554350	556754	390
92483	556733	470
81081	556754	470
266084	266266	239
266231	266323	301
261326	266288	407
266327	501554	449
116611	266279	443
486966	487247	382
487185	487227	214
487047	487312	320
75251	487297	449
33172	487289	449
253233	253318	257
252367	253349	319
246050	253370	350
60791	253350	443
253304	325964	407
637613	637641	124
636918	637622	354
636181	637619	354
257261	637582	509
14184	637628	509
263863	264035	288
263754	264000	288
256066	263982	407
263976	537541	470
264022	612291	470
592761	593046	328
592123	593055	328
586098	593013	403
266933	593064	470
304055	593030	470
846630	846748	282
846525	846728	282
838143	846780	401
329892	846767	525
705534	846776	525
830577	830633	251
830052	830624	344
824737	830591	419
385804	830638	509
348473	830655	509
859418	859703	282
859157	859759	295
858131	859764	370
98057	859696	525
456992	859757	525
564512	564690	253
564256	564666	284
557369	564633	359
223408	564689	470
280259	564624	470
583758	583909	434
583074	583925	434
580230	583861	434
319148	583903	470
69842	583921	470
297263	297293	190
296939	297318	327
290802	297300	358
297309	605254	470
146734	297283	443
248131	248181	182
248050	248152	257
239939	248196	368
248118	263112	407
248188	370992	441
145562	145747	295
145624	145732	295
136981	145802	375
145763	208600	383
145751	774418	509
420608	420761	281
420008	420811	343
417019	420822	343
298057	420780	449
61904	420834	449
298327	298468	234
298313	298399	190
298291	298451	234
52310	298421	443
298429	428038	449
178167	178407	316
177826	178321	347
178156	178333	316
178328	441148	449
178408	345766	443
804980	804999	238
804231	805015	331
804747	805041	300
286398	804991	509
19515	804972	509
650937	651222	261
650642	651225	292
643697	651235	385
621412	651289	509
441774	651247	509
985789	985976	290
985919	986013	290
985031	985969	427
812020	986034	525
148638	986056	525
434360	434510	250
433868	434541	338
431204	434537	387
137300	434487	449
334975	434508	449
444542	444691	325
444275	444726	325
441676	444656	356
335897	444721	449
49495	444693	449
320613	320731	247
320353	320768	296
314211	320741	353
26681	320786	443
320705	652759	509
596590	596883	235
596403	596861	372
592880	596852	372
174586	596905	470
368142	596908	470
761421	761511	300
761006	761496	300
759582	761506	380
63483	761532	509
110967	761477	509
482475	482726	276
482456	482758	276
482236	482771	351
211433	482754	449
316278	482797	449
267456	267539	270
266629	267574	345
260164	267583	407
267560	694477	509
252810	267528	407
79613	79673	201
78880	79635	307
76244	79664	351
79665	351405	443
79642	583117	470
653978	654072	279
653518	654008	385
653218	654047	385
341723	654010	509
539494	654050	509
982822	982938	321
981983	982956	383
975984	982912	427
313289	982911	525
915123	982955	507
125604	125743	287
124913	125792	318
116245	125740	336
110605	125760	349
125780	718829	509
52655	52948	278
52658	52997	278
45938	52912	340
52994	643043	509
52998	862938	525
523618	523734	289
522805	523662	302
515346	523665	439
213063	523730	470
218958	523682	470
